"id","name"
12140,"полиэстер 900D/М2, добби, искусственная кожа"
12141,"натуральный камень змеевик/латунь, бронза"
12142,"натуральный камень змеевик/латунь"
12143,"переплетный ламинированный картон"
12144,"латунь, мрамор; покрытие- золото, никель"
12145,"латунь, долерит, фианит; покрытие- золото, никель"
12146,"латунь, стекло, фианит; покрытие- золото, никель"
12147,"латунь/дерево, долерит; покрытие- золото, никель"
12148,"латунь; покрытие- золото, никель"
12149,"стекло, латунь, долерит; покрытие- золото, никель"
12150,"стекло, латунь, фианит; покрытие- золото, никель"
12151,"латунь, малахит"
12152,"корпус- сталь, крепление- силикон"
12153,"металл, натуральная кожа"
12154,"натуральная замша"
12155,"пластик c покрытием софт-тач/металл"
12156,"пластик, металл"
12157,"березовая фанера толщиной 6 мм"
12158,"шлифованная березовая фанера толщиной 3 мм"
12159,"натуральная кожа/дерево/стекло"
12160,"пластик, силикон, алюминий"
12161,"пластик, текстиль"
12162,"PVC"
12163,"керамика, дерево"
12164,"березовая фанера толщина 3 мм"
12165,"алюминиевый сплав повышенной прочности"
12166,"сплав с содержанием олова не менее 95% (пьютер)"
12167,"стекло/ сплав с содержанием олова не менее 95% (пьютер)"
12168,"латекс"
12169,"корпус- алюминий/отделка и детали дизайна- алюминий, хром"
12170,"корпус- пластик/отделка и детали дизайна- металл, хром"
12171,"корпус- алюминий, лак/отделка и детали дизайна-  хром, пластик"
12172,"корпус и колпачок- пластик/отделка и детали дизайна- пластик, металл"
12173,"корпус и колпачок- алюминий, лак/отделка и детали дизайна- сталь, хром, кристалл"
12174,"корпус- латунь, лак/отделка и детали дизайна- сталь, хром"
12175,"корпус- латунь, лак/отделка и детали дизайна- сталь, хром, кристалл"
12176,"корпус- латунь, лак/отделка и детали дизайна- латунь, хром"
12177,"корпус и колпачок- латунь, лак/отделка и детали дизайна- латунь, хром"
12178,"корпус и колпачок- латунь, металл/отделка и детали дизайна- латунь, позолота"
12179,"корпус- латунь, металл/отделка и детали дизайна- латунь, позолота"
12180,"корпус- латунь, металл/отделка и детали дизайна- латунь, хром"
12181,"корпус и колпачок- латунь, металл/отделка и детали дизайна- латунь, хром"
12182,"корпус и колпачок- латунь, хром, лак/отделка и детали дизайна- сталь, хром"
12183,"корпус- латунь, лак/отделка и детали дизайна- сталь, позолота, кристалл"
12184,"корпус- латунь/отделка и детали дизайна- сталь, позолота"
12185,"корпус- латунь, натуральная кожа/колпачок- латунь, хром/отделка и детали дизайна- латунь, хром"
12186,"корпус и колпачок- латунь, лак/отделка и детали дизайна- сталь, позолота"
12187,"корпус и колпачок- латунь, лак/отделка и детали дизайна- сталь, оружейный хром"
12188,"корпус- латунь, лак/отделка и детали дизайна- сталь, оружейный хром"
12189,"корпус и колпачок- латунь, лак/отделка и детали дизайна- латунь, медь"
12190,"корпус- латунь, хром, лак/отделка и детали дизайна- сталь, хром"
12191,"корпус- латунь, лак/отделка и детали дизайна- сталь, пушечная сталь"
12192,"корпус и колпачок- латунь, лак/отделка и детали дизайна- сталь, хром"
12193,"корпус- латунь, лак, металл/отделка и детали дизайна- латунь, хром"
12194,"корпус- латунь, лак, металл/отделка и детали дизайна- латунь, позолота"
12195,"корпус и колпачок- латунь, лак, металл/отделка и детали дизайна- латунь, хром"
12196,"100% хлопок футер"
12197,"лакированный металл/хром/кристаллы Swarovski"
12198,"полиэстер/ алюминий/ кристаллы Swarovski"
12199,"байкаст кожа/ цинковый сплав/ кристаллы Swarovski"
12200,"АБС пластик/ хром/ кристаллы Swarovski"
12201,"АБС пластик/ натуральная кожа/ кристаллы Swarovski"
12202,"бумага/ кристаллы Swarovski"
12203,"65% полиэстер, 35% вискоза/ кристаллы Swarovski"
12204,"АБС пластик/алюминий; 70%хлопок, 30% спандекс/кристаллы Swarovski"
12205,"алюминий/ кристаллы Swarovski"
12206,"нейлон/ кристаллы Swarovski"
12207,"рис/кукуруза/полимеры"
12208,"бамбук/полимеры"
12209,"бамбук/полимеры/силикон"
12210,"полиэфирный войлок"
12211,"600D полиэстер"
12212,"полиэстер, микрофибра"
12213,"полиэстер 600D, рипстоп 5мм"
12214,"600D полиэстер, рипстоп 5 мм"
12215,"хром, лак"
12216,"латунь, покрытие розовое золото, лак"
12217,"серебро"
12218,"ювелирная латунь, хром"
12219,"ювелирная латунь, хром, матовая полировка"
12220,"белая бронза"
12221,"золотистая бронза"
12222,"латунь, лак, позолота"
12223,"латунь, позолота, матовая полировка"
12224,"латунь, отделка темно-серого цвета Gun metal"
12225,"металл/палладиевая отделка/композитный материал черного матового цвета"
12226,"палладий, перфорированная кожа"
12227,"ювелирная латунь, лак, желтое золото"
12228,"ювелирная латунь, лак, палладий"
12229,"нержавеющая сталь, хром"
12230,"нержавеющая сталь, лак, хром"
12231,"позолота, лак"
12232,"лен"
12233,"искусственный лен"
12234,"березовая фанера толщина 3мм"
12235,"МДФ толщина 3мм"
12236,"алюминий, ложемент- пластик"
12237,"полиэстер, пластик"
12238,"эко кашемир"
12239,"нейлон, АБС пластик, металл"
12240,"тритан"
12241,"ПЕ"
12242,"АБС пластик, сталь"
12243,"нержавеющая сталь, алюминий, ПП"
12244,"АБС пластик, ТПР"
12245,"сталь, ПП пластик"
12246,"березовая фанера толщиной 3 мм"
12247,"металл, бумага"
12248,"металл/кожа ПУ"
12249,"металл, кожа ПУ"
12250,"ПУ кожа"
12251,"пробка/ПУ кожа"
12252,"металл/полипропилен"
12253,"мел, бумага"
12254,"дерево, пластик, полиэстер"
12255,"пластик, полиэстер"
12256,"дерево, бумага"
12257,"дерево, картон, пластик"
12258,"воск, бумага"
12259,"хлопковый холст"
12260,"АБС пластик, ткань"
12261,"АБС пластик, красное дерево, дакрон"
12262,"полиэстер, металл, прорезиненный пластик"
12263,"полиэстер, металл, ЭВА"
12264,"карты- ламинированный картон, футляр- пластик"
12265,"АБС пластик, АС пластик"
12266,"пластик, нержавеющая сталь"
12267,"нержавеющая сталь, АБС пластик, ПП пластик"
12268,"бамбук, силикон"
12269,"нержавеющая сталь, пластик"
12270,"нержавеющая сталь, АБС пластик"
12271,"дерево, нержавеющая сталь и АБС пластик"
12272,"нержавеющая сталь, нейлон"
12273,"стекло, бамбук"
12274,"высококачественная нержавеющая сталь, металл"
12275,"полиэстер 1680D, полиэстер 900В"
12276,"110 г/м2 ламинированный нетканый полипропилен, 80 г/м² нетканые ручки и завязки2"
12277,"хлопок 240 г/м2"
12278,"микрофибра, ПВХ"
12279,"RhinoTech ™ прочный, водостойкий, моющийся и устойчивый к пятнам материал, сетка PEVA"
12280,"хлопок 175 г/м2, пробковая панель"
12281,"60% полиэстер, 40% шерсть"
12282,"полиэстер, шерсть"
12283,"нейлон, ПВХ"
12284,"ПВХ, ЭВА"
12285,"жесть"
12286,"ПУ, полиэстер"
12287,"кожа ПУ"
12288,"АБС пластик, силикон"
12289,"алюминиевая фольга"
12290,"60% хлопок, 40% полиэстер"
12291,"56% полиэстер, 37% хлопок, 7% вискоза"
12292,"100% нейлон с акриловым покрытием. Утеплитель - 100% полиэстер"
12293,"63% хлопок, 37% лиоцелл"
12294,"100% полиэстер, микрофлис"
12295,"прорезиненный пластик, эластичная резина"
12296,"100% нейлоновая тканая матовая отделка 380T, водоотталкивающая и пухонепроницаемая ткань. Контрастная ткань: 94% полиэстер, 6% эластан с водоотталкивающей поверхностью"
12297,"100% полиэстер, трикотаж с чесанной обратной поверхностью"
12298,"трикотаж джерси 80% хлопок, 20% полиэстер, спаян с трикотажной тканью 93% полиэстер, 7% эластан"
12299,"корпус- латунь, отделка- нержавеющая сталь, резина, розовое золото"
12300,"березовая фанера толщиной 3мм "
12301,"березовая фанера толщиной 3мм"
12302,"корпус- нержавеющая сталь, крепление- кожа аллигатора"
12303,"кожа с тиснением Saffiano"
12304,"кружка- керамика"
12305,"сплит-кожа/натуральная кожа, нержавеющая сталь"
12306,"искусственная кожа, нержавеющая сталь, дерево"
12307,"бук"
12308,"орех"
12309,"бук, тканевая резинка"
12310,"орех, тканевая резинка"
12311,"клен"
12312,"нержавеющая сталь, драгоценная смола"
12313,"корпус- латунь, покрытая матовым черным лаком, зона захвата-пластик, отделка- хромированная нержавеющая сталь"
12314,"кашемир"
12315,"эпонж, файбер-гласс, металл"
12316,"коробка- картон, кружка- керамика"
12317,"ПВХ/полиэстер/солома"
12318,"полиэстер 65%, хлопок 35%"
12319,"полиэстер с бархатным покрытием"
12320,"нейлон 800D"
12321,"полиэстер 150D"
12322,"нейлон Versatek™"
12323,"нейлон, ручки из кожи, внутренние карманы из микрозамши"
12324,"нейлон 1000D, поликарбонат"
12325,"поликарбонат Bayer"
12326,"латунь с лаковым покрытием, отделка- позолота"
12327,"фанера 3 мм, фк"
12328,"коробка- березовая фанера"
12329,"микроволокно"
12330,"латунь/черный лак с сатиновым эффектом/позолота 23К"
12331,"корпус- латунь/матовый черный лак с сатиновым эффектом"
12332,"пластик с покрытием soft-touch\металл"
12333,"шейкер - PP пластик, шарик- нержавеющая сталь"
12334,"дуб"
12335,"березовая фанера"
